RESOURCE,count,mean,std,normality_p_value,Normality,kruskal_p_value,KRUSKAL,LC_p_value,LCresult
STEP_040/EQP_208_1,60.0,8.016666666666667,1.157022283697142,0.0,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_040/EQP_208_2,1.0,9.0,,0.0,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_040/EQP_208_5,1.0,10.0,,0.0,False,1.0974308408734289e-16,False,0.05794691790998475,DUMMY
STEP_040/EQP_208_6,1.0,8.0,,1.3322676295501878e-15,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_040/EQP_209_1,1771.0,7.83399209486166,1.3342921007436723,0.0,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_040/EQP_209_2,1410.0,7.7141843971631205,1.6387380056867795,0.0,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_040/EQP_209_5,1739.0,7.619321449108683,1.9014849141590442,0.0,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_040/EQP_209_6,1704.0,7.892605633802817,1.6156433649383617,0.0,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_040/EQP_218_1,1.0,7.0,,2.559730205575761e-12,False,1.0974308408734289e-16,False,0.20593185922724522,DUMMY
STEP_040/EQP_218_2,1.0,8.0,,1.3322676295501878e-15,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_040/EQP_218_5,1.0,10.0,,0.0,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_040/EQP_218_6,1.0,8.0,,1.3322676295501878e-15,False,1.0974308408734289e-16,False,1.0,DUMMY
STEP_042/EQP_122_2,440.0,7.495454545454545,2.2528093870994588,0.0,False,0.00015684867236603762,False,0.005943913028509006,DUMMY
STEP_042/EQP_122_3,421.0,7.660332541567696,1.36488927986693,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_042/EQP_122_4,322.0,7.798136645962733,1.3016630651454297,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_042/EQP_123_2,246.0,8.024390243902438,1.2870685859919384,0.0,False,0.00015684867236603762,False,0.006121878898754349,DUMMY
STEP_042/EQP_123_3,568.0,7.88556338028169,1.3370065934379276,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_042/EQP_123_4,483.0,7.84472049689441,1.9965499481793234,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_042/EQP_160_2,1522.0,7.7752956636005255,1.7179776340756996,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_042/EQP_160_3,1156.0,7.779411764705882,1.5544239338847565,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_042/EQP_160_4,2274.0,7.74934036939314,1.6188947051108191,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_042/EQP_164_2,1177.0,7.774851316907392,1.437275743814973,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_042/EQP_164_3,1927.0,7.84172288531396,1.5026327673971562,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_042/EQP_164_4,1706.0,7.688159437280188,1.6733377221398291,0.0,False,0.00015684867236603762,False,1.0,DUMMY
STEP_043/EQP_042_A,727.0,7.591471801925723,1.6471308743742028,0.0,False,1.6381753088220899e-34,False,1.0,DUMMY
STEP_043/EQP_042_C,877.0,7.72976054732041,1.1301963954856022,0.0,False,1.6381753088220899e-34,False,1.0,DUMMY
STEP_043/EQP_045_A,172.0,8.430232558139535,1.364038531417305,0.0,False,1.6381753088220899e-34,False,1.0549557739795543e-11,BOB
STEP_043/EQP_045_B,1316.0,7.805471124620061,1.660592364852794,0.0,False,1.6381753088220899e-34,False,1.0,DUMMY
STEP_043/EQP_045_C,1188.0,7.77020202020202,1.5919619998161376,0.0,False,1.6381753088220899e-34,False,1.0,DUMMY
STEP_043/EQP_048_A,1017.0,7.779744346116027,1.2815555314718328,0.0,False,1.6381753088220899e-34,False,1.0,DUMMY
STEP_043/EQP_048_B,873.0,7.640320733104239,1.5246674739714954,0.0,False,1.6381753088220899e-34,False,1.0,DUMMY
STEP_043/EQP_048_C,2027.0,8.009373458312778,1.6477604389329683,0.0,False,1.6381753088220899e-34,False,1.7522949197522125e-23,BOB
STEP_043/EQP_049_A,424.0,7.9504716981132075,1.280846264335191,0.0,False,1.6381753088220899e-34,False,0.001827546466569562,DUMMY
STEP_043/EQP_049_B,887.0,7.644870349492672,1.5632395893291002,0.0,False,1.6381753088220899e-34,False,1.0,DUMMY
STEP_043/EQP_049_C,1176.0,7.716836734693878,1.3165740947393636,0.0,False,1.6381753088220899e-34,False,1.0,DUMMY
STEP_043/EQP_053_B,1172.0,7.523890784982935,2.3841798289751446,0.0,False,1.6381753088220899e-34,False,9.420003550100604e-06,DUMMY
STEP_043/EQP_053_C,386.0,7.746113989637306,1.2964678999281245,0.0,False,1.6381753088220899e-34,False,1.0,DUMMY
STEP_044/EQP_194_1,2101.0,7.815326035221323,1.535662801167142,0.0,False,5.271446312829474e-08,False,1.0,DUMMY
STEP_044/EQP_194_2,952.0,7.79936974789916,1.9447358430684576,0.0,False,5.271446312829474e-08,False,1.0,DUMMY
STEP_044/EQP_194_5,1412.0,7.873229461756374,1.3059065712461222,0.0,False,5.271446312829474e-08,False,1.0,DUMMY
STEP_044/EQP_194_6,1658.0,7.792521109770808,1.400626478883692,0.0,False,5.271446312829474e-08,False,1.0,DUMMY
STEP_044/EQP_195_1,1430.0,7.672727272727273,2.1876356482802533,0.0,False,5.271446312829474e-08,False,0.17770855738989833,DUMMY
STEP_044/EQP_195_2,829.0,7.849215922798552,1.2826188441841566,0.0,False,5.271446312829474e-08,False,1.0,DUMMY
STEP_044/EQP_195_5,1480.0,7.746621621621622,1.6457750337976342,0.0,False,5.271446312829474e-08,False,1.0,DUMMY
STEP_044/EQP_195_6,1573.0,7.743801652892562,1.472338688122332,0.0,False,5.271446312829474e-08,False,1.0,DUMMY
STEP_044/EQP_205_1,7.0,8.142857142857142,1.3451854182690988,0.0,False,5.271446312829474e-08,False,0.2853112682803326,DUMMY
STEP_044/EQP_205_2,800.0,7.54875,1.5249689670409836,0.0,False,5.271446312829474e-08,False,1.3450885371742187e-08,WOW
STEP_045/EQP_253_0,4.0,7.25,0.4999999999999999,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_254_1,29.0,7.103448275862069,0.7720486469779563,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_254_2,19.0,7.157894736842105,0.6882472016116856,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_255_1,32.0,7.125,0.7513428837969105,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_255_2,26.0,7.653846153846154,1.0561177090573832,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_255_3,36.0,7.611111111111111,1.076443290995935,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_255_4,22.0,6.5,3.8390226930945897,0.0,False,2.0800132601198563e-11,False,0.035539485769321436,DUMMY
STEP_045/EQP_256_1,1273.0,7.82089552238806,1.4283638931468614,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_256_2,945.0,7.885714285714286,1.4125861091411378,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_256_3,1269.0,7.7580772261623325,1.7093013562632915,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_256_4,939.0,7.8828541001064965,1.2966719541691747,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_257_1,1379.0,7.701232777374909,1.5575342204289766,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_257_2,992.0,7.908266129032258,1.306141751193115,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_257_3,1309.0,7.746371275783041,1.2986099553666406,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_257_4,1036.0,7.847490347490347,1.5176588488686293,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_258_1,728.0,7.427197802197802,2.967995605463885,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_258_2,616.0,7.7353896103896105,1.717375813663189,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_258_3,815.0,7.6723926380368095,1.2078413107220551,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_258_4,729.0,7.842249657064472,1.7591435816562664,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_276_1,7.0,8.142857142857142,1.3451854182690985,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_276_2,17.0,8.882352941176471,1.2187264326529799,0.0,False,2.0800132601198563e-11,False,0.0002413488037104554,DUMMY
STEP_045/EQP_277_1,9.0,7.222222222222222,1.0929064207170003,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_045/EQP_277_2,11.0,7.545454545454546,0.9341987329938274,0.0,False,2.0800132601198563e-11,False,1.0,DUMMY
STEP_046/EQP_295_A,198.0,7.55050505050505,1.3796838994533893,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_295_B,164.0,7.615853658536586,1.2154394809397235,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_295_C,163.0,7.325153374233129,1.594293200658044,0.0,False,7.686074858643085e-41,False,2.969248966527245e-06,DUMMY
STEP_046/EQP_296_A,281.0,7.758007117437723,1.19454785825577,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_296_B,266.0,7.7894736842105265,1.165883787075386,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_296_C,256.0,7.74609375,1.6020771979025283,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_297_A,184.0,8.065217391304348,1.2829640189008615,0.0,False,7.686074858643085e-41,False,0.004530407352728175,DUMMY
STEP_046/EQP_297_B,170.0,8.058823529411764,1.2531894568770146,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_297_C,155.0,8.012903225806452,1.3289342315828285,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_298_A,655.0,7.702290076335878,1.250655219642164,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_298_B,709.0,7.607898448519041,1.2149002939072846,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_298_C,688.0,7.699127906976744,1.237878330414009,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_299_A,441.0,7.782312925170068,1.2127186221052022,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_299_B,473.0,7.841437632135307,1.5845572434117412,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_299_C,466.0,7.894849785407725,1.2180079271993214,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_300_A,176.0,7.568181818181818,0.9597077477226916,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_300_B,175.0,7.462857142857143,1.5266004818545962,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_300_C,189.0,7.497354497354498,2.330702429559067,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_302_A,678.0,7.769911504424779,1.3588737813911347,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_302_B,717.0,7.704323570432357,1.6926214326157984,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_302_C,692.0,7.716763005780347,1.6132974695413678,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_303_A,431.0,7.74245939675174,1.2279809416741718,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_303_B,411.0,7.688564476885645,1.2803736621529795,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_303_C,418.0,7.645933014354067,1.3532074749728167,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_305_A,566.0,7.920494699646643,1.428795062302621,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_305_B,621.0,7.681159420289855,2.77455883305663,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_305_C,591.0,7.6514382402707275,2.5339044292894104,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_306_A,98.0,7.8979591836734695,0.9469407706182683,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_306_B,122.0,7.934426229508197,1.0183255167918073,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_306_C,62.0,7.854838709677419,1.1852477667732308,0.0,False,7.686074858643085e-41,False,1.0,DUMMY
STEP_046/EQP_308_A,351.0,8.190883190883191,2.250213212888837,0.0,False,7.686074858643085e-41,False,7.65865400762218e-15,BOB
STEP_046/EQP_308_B,327.0,8.275229357798166,1.4241878083635258,0.0,False,7.686074858643085e-41,False,3.8039776155665434e-14,BOB
STEP_046/EQP_308_C,348.0,8.083333333333334,1.895378372217874,0.0,False,7.686074858643085e-41,False,3.6323301547868955e-11,BOB
STEP_047/EQP_125_2,538.0,8.037174721189592,1.218461729466885,0.0,False,3.3679775371127306e-20,False,9.929131790752264e-07,DUMMY
STEP_047/EQP_125_3,915.0,7.648087431693989,2.120207081099766,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_125_4,818.0,7.745721271393643,2.0331132780860592,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_146_2,839.0,7.718712753277711,1.387644167733672,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_146_3,883.0,7.740656851642129,1.3030621614597588,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_146_4,813.0,7.7170971709717096,1.6396159098030176,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_147_2,718.0,8.061281337047355,1.8262397142655797,0.0,False,3.3679775371127306e-20,False,3.090038948093279e-11,BOB
STEP_047/EQP_147_3,854.0,7.608899297423887,2.1210087309439403,0.0,False,3.3679775371127306e-20,False,0.03553897762380996,DUMMY
STEP_047/EQP_147_4,749.0,8.041388518024032,1.4504825658098286,0.0,False,3.3679775371127306e-20,False,4.876431743466814e-09,BOB
STEP_047/EQP_158_2,1289.0,7.669511249030256,1.5028988014902658,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_158_3,1133.0,7.731685789938217,1.322018106122708,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_158_4,955.0,7.707853403141361,1.2996899724966837,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_174_2,777.0,7.755469755469756,1.740045048274559,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_174_3,473.0,7.818181818181818,1.1792374334709823,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_047/EQP_174_4,488.0,7.827868852459017,1.1725303756143448,0.0,False,3.3679775371127306e-20,False,1.0,DUMMY
STEP_048/EQP_197_1,368.0,7.948369565217392,1.2242097175450337,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_197_2,450.0,8.033333333333333,1.439577394062808,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_197_5,417.0,7.880095923261391,1.24228851721626,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_197_6,309.0,7.993527508090615,2.3229425018574315,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_199_1,625.0,7.8304,1.300901068392055,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_199_2,453.0,7.821192052980132,1.47435043165963,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_199_5,450.0,7.851111111111111,1.8283978920818529,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_199_6,534.0,7.825842696629214,1.4358080601932108,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_207_1,406.0,7.938423645320197,2.0266499701633203,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_207_2,436.0,8.029816513761467,1.8511334740286005,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_207_5,425.0,8.183529411764706,1.6177703514713968,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_207_6,361.0,8.218836565096954,1.5052795157169496,0.0,False,4.2320322513425266e-63,False,1.2502457417533763e-09,BOB
STEP_048/EQP_210_1,657.0,7.584474885844749,2.196713747017299,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_210_2,236.0,7.745762711864407,1.4213355462184514,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_210_5,886.0,7.551918735891648,1.8531121290629466,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_210_6,450.0,7.94,1.2727922061357828,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_214_1,886.0,7.459367945823928,1.1979442117725647,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_214_2,982.0,7.494908350305499,1.5429543070455793,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_214_5,577.0,7.537261698440208,1.6860584755966028,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_214_6,528.0,7.6022727272727275,1.0603043427680263,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_215_1,336.0,7.666666666666667,1.4482791297988606,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_215_2,191.0,7.869109947643979,1.1736756224763552,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_215_5,155.0,7.580645161290323,1.0682609228301463,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_215_6,169.0,7.739644970414201,1.2501056591016635,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_216_1,198.0,7.757575757575758,1.2752299212689757,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_216_2,167.0,7.958083832335329,1.5767638561274946,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_216_5,267.0,7.868913857677903,1.9119843498851494,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_216_6,220.0,8.213636363636363,1.233029255818211,0.0,False,4.2320322513425266e-63,False,1.531220047011096e-06,DUMMY
STEP_048/EQP_218_1,4.0,6.5,0.5773502691896258,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_218_2,4.0,6.0,1.4142135623730951,0.0,False,4.2320322513425266e-63,False,0.005409650114590691,DUMMY
STEP_048/EQP_219_1,7.0,7.428571428571429,0.7867957924694431,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_219_2,34.0,7.0588235294117645,3.7249460152328773,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_219_5,32.0,8.0625,1.3425421240462845,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_048/EQP_219_6,22.0,6.681818181818182,4.3137252008241225,0.0,False,4.2320322513425266e-63,False,1.0,DUMMY
STEP_049/EQP_135_2,986.0,7.641987829614605,1.3339083081197962,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_135_3,684.0,7.692982456140351,1.2181679327702248,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_135_4,872.0,7.5504587155963305,1.5710424250775425,0.0,False,8.531068463036181e-23,False,1.4843286011979646e-07,DUMMY
STEP_049/EQP_146_2,1228.0,7.792345276872964,1.4026543836489183,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_146_3,773.0,7.719275549805951,1.3016941901412686,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_146_4,577.0,7.95840554592721,1.3863181484991351,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_147_2,1135.0,7.9876651982378855,1.552101412387254,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_147_3,1071.0,7.863678804855275,1.860081674799303,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_147_4,945.0,7.839153439153439,1.8020560652312048,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_171_2,993.0,7.710976837865055,1.3634227980628346,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_171_3,763.0,7.669724770642202,1.9611618236207864,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_171_4,620.0,7.809677419354839,1.9827780056076878,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_174_2,656.0,7.692073170731708,1.7793552226518252,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_049/EQP_174_3,296.0,8.003378378378379,1.6844217653138782,0.0,False,8.531068463036181e-23,False,1.875210166824577e-05,DUMMY
STEP_049/EQP_174_4,643.0,7.670295489891135,1.857921762894148,0.0,False,8.531068463036181e-23,False,1.0,DUMMY
STEP_050/EQP_124_2,349.0,7.936962750716332,1.276008932016354,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_124_3,322.0,7.947204968944099,1.5019224279781254,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_124_4,410.0,7.61219512195122,1.553715496632162,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_131_2,371.0,8.115902964959568,1.164817782416816,0.0,False,4.2069219012774375e-21,False,1.941931826132608e-06,DUMMY
STEP_050/EQP_131_3,280.0,8.032142857142857,2.127403312508152,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_131_4,259.0,8.069498069498069,1.2617648442887768,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_154_2,897.0,7.639910813823858,1.362234243767971,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_154_3,1014.0,7.7445759368836296,1.638880136655108,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_154_4,968.0,7.707644628099174,1.4439774115258763,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_165_2,1698.0,7.86454652532391,1.2860810775004927,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_165_3,1689.0,7.707519242155121,2.259460692690967,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_165_4,1866.0,7.814576634512326,1.7006296760895316,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_170_2,700.0,7.644285714285714,1.2058673576318086,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_170_3,723.0,7.670816044260028,1.3893412110563257,0.0,False,4.2069219012774375e-21,False,1.0,DUMMY
STEP_050/EQP_170_4,696.0,7.593390804597701,1.463183479941213,0.0,False,4.2069219012774375e-21,False,5.2381249136569544e-06,DUMMY
STEP_051/EQP_124_2,729.0,7.76406035665295,1.5852246960640666,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_124_3,728.0,7.774725274725275,1.4010484112601376,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_124_4,2.0,8.0,0.0,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_131_2,850.0,7.437647058823529,2.1622075962276393,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_131_3,716.0,7.4804469273743015,1.9791664053627285,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_131_4,749.0,7.571428571428571,1.862028597138685,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_154_2,1216.0,7.974506578947368,1.7045592949733765,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_154_3,48.0,8.041666666666666,1.2369890233836476,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_154_4,1405.0,7.915302491103203,1.6077007073509866,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_165_2,450.0,8.053333333333333,1.826993831078072,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_165_3,472.0,8.139830508474576,1.837779507138763,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_165_4,424.0,8.091981132075471,1.4726929193254579,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_170_2,1493.0,7.624916275954454,1.34422434318407,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_170_3,1351.0,7.688378978534419,1.2712803548837392,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_170_4,1561.0,7.7994875080076875,1.2669971540874283,0.0,False,7.989185257717912e-53,False,1.0,DUMMY
STEP_051/EQP_180_2,24.0,6.916666666666667,0.408248290463863,0.0,False,7.989185257717912e-53,False,8.83844002684615e-06,DUMMY
STEP_051/EQP_183_2,24.0,8.541666666666666,1.3506573815438323,0.0,False,7.989185257717912e-53,False,0.0011853749001663456,DUMMY
STEP_052/EQP_197_1,404.0,8.113861386138614,1.2939661232555721,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_197_2,325.0,8.12923076923077,1.2748424106099685,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_197_5,309.0,8.009708737864077,1.42902527149776,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_197_6,314.0,8.117834394904458,1.3359613539547048,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_199_1,320.0,7.39375,1.4625818842119844,0.0,False,2.539372883573183e-49,False,3.6675910172876906e-09,WOW
STEP_052/EQP_199_2,370.0,7.448648648648649,2.0037392716193394,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_199_5,337.0,7.605341246290801,1.4623350392892074,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_199_6,360.0,7.7027777777777775,1.1553402979043106,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_207_1,7.0,8.285714285714286,0.951189731211342,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_207_2,7.0,9.428571428571429,0.5345224838248493,0.0,False,2.539372883573183e-49,False,0.0002521402513885873,DUMMY
STEP_052/EQP_207_5,7.0,8.714285714285714,0.7559289460184545,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_207_6,6.0,9.0,1.0954451150103324,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_210_1,468.0,7.495726495726496,2.1230818035901113,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_210_2,532.0,7.753759398496241,1.1842838397902502,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
STEP_052/EQP_210_5,175.0,7.771428571428571,1.3955123947878674,0.0,False,2.539372883573183e-49,False,1.0,DUMMY
